hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,adr_bin,is_international
City Hotel,1,52,2017,March,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,56,Transient,80.0,0,0,51-100,True
Resort Hotel,0,1,2015,December,0,2,0,0,BB,Unknown,Corporate,Corporate,0,0,9,D,0,No Deposit,0,Transient,50.0,0,2,0-50,False
City Hotel,0,6,2017,April,1,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,95.0,0,1,51-100,True
City Hotel,0,125,2015,December,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,72.25,0,2,51-100,True
City Hotel,1,50,2017,April,0,1,0,0,BB,CYP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,117.0,0,0,101-150,True
City Hotel,1,76,2017,May,0,2,0,0,BB,FIN,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,126.0,0,1,101-150,True
Resort Hotel,1,111,2017,April,2,1,0,0,BB,MDV,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,61.0,0,1,51-100,True
City Hotel,1,64,2016,March,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,73.95,0,1,51-100,True
City Hotel,0,84,2017,April,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,127.8,0,3,101-150,True
City Hotel,0,0,2017,March,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,108.0,0,0,101-150,True
City Hotel,1,56,2016,September,0,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.0,0,0,51-100,True
Resort Hotel,1,32,2017,April,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,159.29,0,0,150+,True
City Hotel,0,34,2015,August,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
City Hotel,0,0,2015,November,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,89.0,0,0,51-100,True
Resort Hotel,1,45,2017,April,0,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,241,Transient,138.4,0,1,101-150,True
City Hotel,1,6,2015,October,1,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,10,Transient,102.6,0,0,101-150,True
Resort Hotel,1,59,2017,April,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,115.0,0,0,101-150,True
City Hotel,0,2,2016,June,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,D,0,No Deposit,0,Transient,119.0,1,1,101-150,True
City Hotel,1,78,2017,July,1,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,190.0,0,0,150+,True
City Hotel,0,44,2016,November,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.4,0,2,51-100,True
Resort Hotel,0,21,2015,August,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,172.0,0,2,150+,True
Resort Hotel,0,6,2016,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,177,Transient,46.0,0,2,0-50,True
Resort Hotel,0,186,2016,December,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,339,Transient,36.24,1,0,0-50,True
Resort Hotel,0,192,2016,March,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,50.4,0,2,51-100,True
Resort Hotel,1,65,2017,May,3,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,0,Non Refund,0,Transient,95.0,0,0,51-100,True
City Hotel,0,69,2017,May,0,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,155.33,0,0,150+,True
City Hotel,0,29,2017,January,0,1,0,0,BB,NOR,Groups,TA/TO,0,0,0,A,0,No Deposit,171,Transient-Party,65.0,0,0,51-100,True
Resort Hotel,0,169,2016,March,1,2,0,0,BB,NLD,Groups,Direct,0,0,0,A,0,Refundable,0,Transient-Party,66.0,0,0,51-100,True
Resort Hotel,1,30,2016,May,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,241,Transient,113.19,0,1,101-150,True
Resort Hotel,0,1,2016,February,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,15,Transient,25.0,1,0,0-50,True
Resort Hotel,1,302,2017,May,0,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,0,No Deposit,0,Transient-Party,81.0,0,0,51-100,True
City Hotel,0,215,2016,November,1,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,2,No Deposit,0,Transient,85.0,0,0,51-100,True
City Hotel,1,178,2016,April,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,19,Transient,110.0,0,0,101-150,True
Resort Hotel,1,0,2015,August,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,242,Transient,96.33,0,1,51-100,True
City Hotel,1,134,2015,December,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3,Transient,65.0,0,0,51-100,True
City Hotel,0,16,2017,June,1,2,1,0,BB,KEN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,200.0,0,2,150+,True
Resort Hotel,0,10,2015,August,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,250,Transient,121.8,0,0,101-150,True
City Hotel,0,86,2016,May,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,65.0,0,1,51-100,True
City Hotel,0,33,2016,March,0,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,71.1,0,1,51-100,True
City Hotel,0,151,2017,March,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,95.0,0,0,51-100,True
City Hotel,0,4,2017,January,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,10,A,0,No Deposit,0,Transient,65.0,0,1,51-100,True
Resort Hotel,1,40,2016,May,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,0,Non Refund,0,Transient,55.0,0,0,51-100,True
City Hotel,0,5,2017,June,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,190.0,0,1,150+,True
Resort Hotel,0,165,2015,December,0,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,308,Transient-Party,136.5,0,0,101-150,True
City Hotel,1,117,2016,June,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,150.45,0,0,150+,True
Resort Hotel,0,150,2015,October,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,8,Contract,33.3,0,0,0-50,True
Resort Hotel,0,0,2016,January,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,45.0,0,0,0-50,True
Resort Hotel,0,2,2016,April,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,4,No Deposit,146,Transient-Party,54.0,0,0,51-100,True
City Hotel,0,1,2016,January,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,92.0,0,0,51-100,True
Resort Hotel,0,64,2015,August,2,3,1,0,HB,MAR,Offline TA/TO,TA/TO,0,0,0,C,4,No Deposit,142,Transient,163.23,0,0,150+,True
City Hotel,1,56,2016,May,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,120.0,0,0,101-150,True
City Hotel,0,1,2016,January,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,0,No Deposit,0,Transient,66.0,0,0,51-100,True
City Hotel,1,36,2015,August,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
City Hotel,0,448,2017,June,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,229,Transient-Party,112.67,0,1,101-150,True
Resort Hotel,0,113,2016,April,0,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,1,No Deposit,241,Transient,78.31,0,1,51-100,True
City Hotel,0,0,2016,March,0,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.0,0,1,51-100,True
City Hotel,0,34,2017,January,0,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,19,Transient-Party,75.0,0,0,51-100,True
Resort Hotel,1,305,2017,July,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,H,0,No Deposit,240,Transient,179.0,0,1,150+,True
City Hotel,0,414,2017,July,0,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,122.4,0,1,101-150,True
Resort Hotel,0,4,2016,August,0,2,0,0,BB,CHE,Direct,Direct,0,0,0,D,2,No Deposit,250,Transient,0.0,0,1,,True
City Hotel,0,85,2017,March,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,97.2,0,0,51-100,True
City Hotel,1,19,2015,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,0,Non Refund,82,Transient,90.0,0,0,51-100,True
City Hotel,1,91,2016,March,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29,Transient,75.0,0,0,51-100,True
City Hotel,1,116,2016,February,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,134,Transient-Party,61.0,0,0,51-100,True
City Hotel,0,205,2016,September,0,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,143.1,0,0,101-150,True
City Hotel,1,92,2016,August,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,107.1,0,1,101-150,True
Resort Hotel,1,25,2017,February,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,58.0,0,0,51-100,True
City Hotel,1,28,2016,April,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,115.03,0,1,101-150,True
City Hotel,0,90,2016,March,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,B,1,No Deposit,9,Transient,79.8,0,1,51-100,True
City Hotel,0,22,2016,November,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,64.37,0,1,51-100,True
City Hotel,0,169,2017,June,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,0,No Deposit,8,Transient,130.5,0,1,101-150,True
Resort Hotel,0,72,2017,May,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,Contract,52.85,0,0,51-100,True
City Hotel,0,0,2015,August,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,151.0,0,0,150+,True
Resort Hotel,1,32,2015,September,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,250,Transient,126.0,0,0,101-150,True
Resort Hotel,0,49,2016,November,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient,58.4,1,0,51-100,True
Resort Hotel,0,1,2015,December,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,146,Transient,25.0,0,0,0-50,True
Resort Hotel,0,239,2015,September,1,1,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,248,Transient-Party,59.0,0,0,51-100,True
City Hotel,0,121,2016,December,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.4,0,1,51-100,True
City Hotel,0,451,2017,July,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,229,Transient-Party,112.67,0,1,101-150,True
City Hotel,1,6,2017,May,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,0,Non Refund,47,Transient,90.0,0,0,51-100,True
Resort Hotel,0,315,2016,September,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,436,Transient,64.8,0,0,51-100,True
City Hotel,0,55,2015,November,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,28,Transient,60.0,0,1,51-100,True
City Hotel,1,286,2015,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Contract,62.0,0,0,51-100,True
City Hotel,0,141,2016,September,0,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,2,No Deposit,9,Transient,163.8,0,1,150+,True
Resort Hotel,0,26,2015,September,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,146.0,0,2,101-150,True
City Hotel,0,5,2015,August,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,67.0,0,1,51-100,True
City Hotel,0,19,2017,January,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,96.9,0,2,51-100,True
City Hotel,1,67,2017,July,4,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,83,Transient,103.68,0,0,101-150,True
City Hotel,0,28,2017,June,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,20,Transient,181.0,0,0,150+,True
City Hotel,0,57,2017,February,2,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,51.05,0,1,51-100,True
City Hotel,0,88,2017,May,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,137.25,0,2,101-150,True
City Hotel,0,353,2017,May,0,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.0,0,1,51-100,True
Resort Hotel,1,42,2016,November,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,55.8,0,2,51-100,True
Resort Hotel,0,3,2017,February,0,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,436,Transient,42.0,1,0,0-50,True
Resort Hotel,1,24,2016,June,0,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,122.33,0,0,101-150,True
City Hotel,1,198,2016,September,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,37,Transient,120.0,0,0,101-150,True
City Hotel,1,261,2015,October,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,6,Transient-Party,120.0,0,0,101-150,True
City Hotel,1,507,2017,August,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,229,Transient,90.0,0,0,51-100,True
Resort Hotel,0,96,2017,April,2,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,40,Contract,41.2,1,0,0-50,True
Resort Hotel,1,63,2016,March,1,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,Transient,74.0,0,2,51-100,True
Resort Hotel,0,203,2017,April,0,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,0,No Deposit,502,Transient-Party,90.0,0,0,51-100,True
City Hotel,0,74,2016,December,2,1,0,0,HB,FRA,Direct,Direct,0,0,0,D,1,No Deposit,0,Transient,127.0,0,0,101-150,True
City Hotel,1,395,2017,May,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,229,Transient-Party,90.0,0,0,51-100,True
City Hotel,1,45,2016,December,1,2,0,0,BB,TMP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,96.9,0,2,51-100,True
City Hotel,0,3,2016,February,1,2,1,1,BB,MAR,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,Transient,183.0,0,1,150+,True
Resort Hotel,1,181,2016,October,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,11,Transient,37.0,0,0,0-50,True
City Hotel,0,13,2016,May,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,156.0,0,2,150+,True
City Hotel,1,25,2017,May,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,229,Transient-Party,90.0,0,0,51-100,True
City Hotel,1,305,2016,October,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,35,Transient,100.0,0,0,51-100,True
City Hotel,0,87,2016,June,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,97.71,0,0,51-100,True
City Hotel,1,34,2016,December,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,95.2,0,0,51-100,True
Resort Hotel,0,87,2016,February,1,2,0,0,HB,MUS,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,98.0,0,2,51-100,True
City Hotel,0,0,2015,September,0,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,90.0,0,0,51-100,True
Resort Hotel,0,14,2017,August,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,Group,135.0,0,0,101-150,True
City Hotel,0,198,2017,July,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,96.9,0,0,51-100,True
City Hotel,1,33,2015,December,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,44,Transient,110.0,0,0,101-150,True
City Hotel,0,28,2017,January,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,67.58,0,1,51-100,True
Resort Hotel,0,0,2016,March,0,2,0,0,BB,Unknown,Direct,Direct,0,0,4,F,0,No Deposit,0,Transient,82.35,0,1,51-100,False
City Hotel,1,290,2016,December,1,2,0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,73.95,0,0,51-100,True
Resort Hotel,0,171,2017,August,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,191.11,0,2,150+,True
City Hotel,0,221,2017,May,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient-Party,138.6,0,1,101-150,True
Resort Hotel,0,24,2016,May,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,No Deposit,15,Transient-Party,85.0,0,0,51-100,True
City Hotel,1,9,2016,June,1,2,0,0,HB,NOR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,194.0,0,2,150+,True
Resort Hotel,0,0,2017,April,1,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,126.0,1,0,101-150,True
City Hotel,0,247,2016,June,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,115.0,0,1,101-150,True
City Hotel,0,30,2017,August,0,2,1,0,BB,FRA,Direct,Direct,0,0,0,B,1,No Deposit,14,Transient-Party,138.02,0,2,101-150,True
City Hotel,0,12,2015,August,0,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,65.0,0,0,51-100,True
City Hotel,0,2,2016,June,0,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,0,No Deposit,0,Transient,120.0,0,0,101-150,True
City Hotel,0,8,2017,April,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,140.0,0,1,101-150,True
Resort Hotel,1,208,2016,August,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,Transient,122.86,0,1,101-150,True
Resort Hotel,0,0,2016,August,0,2,0,0,HB,ESP,Online TA,TA/TO,1,0,0,D,0,No Deposit,240,Transient,0.0,0,1,,True
City Hotel,0,5,2016,April,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,95.0,0,1,51-100,True
Resort Hotel,0,0,2015,November,1,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,6,Group,81.9,0,0,51-100,True
Resort Hotel,0,80,2017,April,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,G,1,No Deposit,240,Transient,152.0,1,2,150+,True
City Hotel,0,18,2016,April,0,2,0,0,SC,BGR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,129.0,0,1,101-150,True
Resort Hotel,1,6,2016,January,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,96.0,0,0,51-100,True
City Hotel,0,265,2017,July,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,120.6,0,1,101-150,True
City Hotel,0,8,2016,June,1,2,0,0,HB,PRT,Complementary,Direct,1,0,1,G,0,No Deposit,0,Transient,0.0,0,1,,True
City Hotel,0,0,2015,November,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Contract,106.0,1,1,101-150,True
Resort Hotel,1,169,2016,October,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,3,No Deposit,240,Transient,81.0,0,0,51-100,True
City Hotel,0,21,2016,December,2,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.4,0,1,51-100,True
Resort Hotel,0,1,2015,December,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,98.0,1,1,51-100,True
City Hotel,0,301,2016,July,1,1,0,0,HB,BIH,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,6,Transient-Party,90.0,0,0,51-100,True
City Hotel,0,15,2017,February,1,2,0,0,HB,NGA,Online TA,TA/TO,0,0,0,D,1,No Deposit,83,Transient,126.4,0,0,101-150,True
City Hotel,0,86,2017,May,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,97.02,0,1,51-100,True
City Hotel,1,75,2016,July,1,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,123.3,0,0,101-150,True
Resort Hotel,1,103,2017,January,4,2,2,0,BB,TUR,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,86.0,0,0,51-100,True
Resort Hotel,1,150,2016,November,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,314,Transient,30.24,0,0,0-50,True
City Hotel,0,316,2016,May,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,30,Transient-Party,100.0,0,0,51-100,True
City Hotel,0,32,2016,July,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,10,A,0,No Deposit,0,Transient,65.0,0,1,51-100,True
Resort Hotel,0,173,2016,July,2,3,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,11,Transient,196.52,0,0,150+,True
Resort Hotel,0,43,2017,January,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,240,Transient-Party,0.0,0,1,,True
City Hotel,0,236,2017,July,0,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,0,No Deposit,16,Transient-Party,80.1,0,0,51-100,True
City Hotel,0,296,2016,September,0,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,26,Transient-Party,117.0,0,1,101-150,True
City Hotel,0,0,2016,October,0,2,0,0,BB,PRT,Direct,Direct,1,0,0,F,0,No Deposit,14,Transient,0.0,0,0,,True
City Hotel,0,255,2017,March,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,70.66,0,2,51-100,True
City Hotel,0,125,2016,April,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,8,Transient,99.45,0,0,51-100,True
Resort Hotel,0,159,2015,August,3,2,0,0,BB,Unknown,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient-Party,147.6,0,1,101-150,False
City Hotel,0,148,2016,July,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,79.2,0,1,51-100,True
City Hotel,0,31,2017,May,2,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,1,No Deposit,459,Transient-Party,130.0,0,0,101-150,True
City Hotel,0,162,2015,September,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,70.0,0,0,51-100,True
City Hotel,1,44,2016,February,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,44,Transient,75.0,0,0,51-100,True
City Hotel,1,179,2016,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,65.0,0,0,51-100,True
City Hotel,0,79,2017,January,0,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,85.0,0,0,51-100,True
Resort Hotel,0,1,2016,October,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,66.0,1,1,51-100,True
City Hotel,0,80,2016,November,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,94.6,0,1,51-100,True
City Hotel,0,14,2016,November,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,76.0,1,0,51-100,True
City Hotel,0,53,2017,June,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,140.0,0,1,101-150,True
City Hotel,0,7,2015,August,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,75.0,0,0,51-100,True
City Hotel,1,59,2017,February,2,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,83,Transient,164.8,0,0,150+,True
City Hotel,0,127,2016,November,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,90.0,0,3,51-100,True
City Hotel,0,0,2016,April,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,0,No Deposit,0,Transient,65.0,0,0,51-100,True
City Hotel,0,4,2015,November,1,1,0,0,BB,Unknown,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,70.0,0,0,51-100,False
City Hotel,0,9,2017,March,0,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,1,No Deposit,9,Transient,118.0,0,0,101-150,True
Resort Hotel,0,201,2015,September,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,2,Transient,100.93,0,0,101-150,True
Resort Hotel,0,60,2015,August,0,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,250,Transient,188.0,0,0,150+,True
